pos	5pG>A
1	0.0376524161459534
2	0.0152216643559661
3	0.0101593691347641
4	0.00798815256891305
5	0.00709239769365474
6	0.00698519534508845
7	0.0071750213727723
8	0.00681920454152099
9	0.00692084159076673
10	0.00693609132063316
11	0.00759563737750625
12	0.00774364012059212
13	0.00782043677173461
14	0.00833370288626525
15	0.00876737416118848
16	0.00955820170772295
17	0.00956357121125046
18	0.0102184553749075
19	0.0103004379472626
20	0.0110124599477409
21	0.011476525444305
22	0.011601046998763
23	0.0116742645281439
24	0.0122600220543413
25	0.0119351128494442
