pos	5pC>T
1	0.00705823603725139
2	0.00754690180804181
3	0.00656847359564371
4	0.00578269861780318
5	0.0059193540981638
6	0.00580936645356222
7	0.00561497326203209
8	0.00568091030553166
9	0.00545336375391823
10	0.00573885674425188
11	0.00590364894673919
12	0.00601846421929193
13	0.00600362978850926
14	0.006994812492144
15	0.00697557358873025
16	0.00778754128477546
17	0.00829629530390164
18	0.00891919554438995
19	0.00978396109037439
20	0.0102172463365023
21	0.0107475736998168
22	0.0113591693437979
23	0.0116954123976102
24	0.0121713679485037
25	0.0122746883579748
