pos	5pC>T
1	0.0450262159946566
2	0.0367127479240541
3	0.0310875130627427
4	0.0264066589941921
5	0.0222348699629043
6	0.0192020572253847
7	0.0168005393873862
8	0.0150975323345139
9	0.013861053482849
10	0.0130831139220175
11	0.0124074677052412
12	0.0121460673452358
13	0.0119177342169468
14	0.0118352151383645
15	0.0117804671405786
16	0.0117222108201862
17	0.0116595100242292
18	0.0115880646322611
19	0.011367358972679
20	0.0113000725362633
21	0.0112463803317434
22	0.0109670269879132
23	0.0107709630813174
24	0.0105957621248502
25	0.010401773822224
