pos	5pC>T
1	0.176795580110497
2	0.108626198083067
3	0.0903426791277259
4	0.0911854103343465
5	0.0469208211143695
6	0.0741935483870968
7	0.0206489675516224
8	0.0615384615384615
9	0.0368098159509202
10	0.0366197183098592
11	0.0189274447949527
12	0.04375
13	0.0271084337349398
14	0.020066889632107
15	0.0117994100294985
16	0.0120845921450151
17	0.0323529411764706
18	0.00955414012738853
19	0.0205278592375367
20	0.0321543408360129
21	0.0271084337349398
22	0.0117994100294985
23	0.0151057401812689
24	0.0316455696202532
25	0.0292397660818713
