pos	5pC>T
1	0.0445269837741263
2	0.0367147421835373
3	0.0317769961924408
4	0.0271996845061344
5	0.0237403275243758
6	0.0207286974049939
7	0.0184465696673031
8	0.0167495587999358
9	0.0158193955820629
10	0.0150591482443714
11	0.0145048677352739
12	0.0144040450737979
13	0.0142695803751422
14	0.01446174795563
15	0.01487772059247
16	0.0149169706848274
17	0.0149564333065488
18	0.0149501121598925
19	0.0147148309423798
20	0.0149129538863355
21	0.0147415534578443
22	0.0145288554617418
23	0.0140735563717628
24	0.0137649705969604
25	0.013324489756429
