pos	5pG>A
1	0.0366462263150077
2	0.0311617356728785
3	0.0274647227439806
4	0.0246754922673788
5	0.0219948686076716
6	0.0202537232755229
7	0.0187273626161442
8	0.0174035966868834
9	0.0167070907618365
10	0.016136726564932
11	0.0155859783801891
12	0.0151641463440372
13	0.015187387750324
14	0.0151883219008661
15	0.0150430263704529
16	0.0152556855457687
17	0.0151700247316467
18	0.0149927328688069
19	0.014755708665002
20	0.0146915336106266
21	0.0143493127331885
22	0.0140503194974538
23	0.0141305060850433
24	0.0136790372241057
25	0.0134967943895593
