pos	5pC>T
1	0.062180284039739
2	0.050484773504915
3	0.0430859130582334
4	0.036460657387376
5	0.0305850969701076
6	0.0258208905703781
7	0.0227286178175319
8	0.020050043869626
9	0.0183466430020987
10	0.0171091952659915
11	0.0159686577896799
12	0.0154289741782533
13	0.0149560936970677
14	0.0146755465326434
15	0.0144575862949021
16	0.014059503446846
17	0.0138899924516308
18	0.0138558534022879
19	0.0135483916023916
20	0.0135686237026771
21	0.0133161200335397
22	0.0130279609824324
23	0.0129270019280174
24	0.0128195465677038
25	0.0124152569601748
