pos	5pG>A
1	0.0651650567241431
2	0.0445306739556257
3	0.0365589073249072
4	0.0295004469764693
5	0.0239644948456669
6	0.0206701190634267
7	0.0176900734167238
8	0.0154806365626196
9	0.0138357374153665
10	0.01252956454866
11	0.0118183353030559
12	0.0113326923218074
13	0.0112894037922335
14	0.0109388973887078
15	0.010488425036218
16	0.0106012496158968
17	0.0103132355603838
18	0.0104060233193475
19	0.0103316465834213
20	0.00984233297582828
21	0.00982312462581213
22	0.00973640465447637
23	0.00920718769011618
24	0.00946334981914815
25	0.00858703558016298
