pos	5pG>A
1	0.0690197432840318
2	0.0584606249157562
3	0.0499447574349188
4	0.0436646923661397
5	0.0389694314340333
6	0.035413882343154
7	0.0317114139173082
8	0.0302947852299497
9	0.0285613331491901
10	0.0271353129848484
11	0.0261448891972766
12	0.0255185307141842
13	0.0250756499777685
14	0.024670598614737
15	0.0246524733650103
16	0.0240037861883305
17	0.0241834120026972
18	0.0240513565403726
19	0.0241946969983792
20	0.024073285044738
21	0.0239964771823257
22	0.023871477444045
23	0.0238377172398357
24	0.0239097542965526
25	0.0232853866246048
