pos	5pG>A
1	0.0485605990436079
2	0.0339831305450861
3	0.0273919292751474
4	0.0233998611058225
5	0.0207065492603654
6	0.0186843374882086
7	0.0169585607640248
8	0.0161079583185266
9	0.0149351523583
10	0.0143718754341241
11	0.0136508942199695
12	0.0134318394550664
13	0.0131635055380966
14	0.0131101953415513
15	0.0130941993041048
16	0.0132045908291725
17	0.0129815512082027
18	0.0131812211559856
19	0.0130897531408898
20	0.01298833079655
21	0.0130486314983315
22	0.0126288098693759
23	0.0129490129237887
24	0.0128190754497255
25	0.0127114219147795
