pos	5pC>T
1	0.0510093630884974
2	0.0406909802876834
3	0.033689453898642
4	0.0284380551829158
5	0.0236977452160513
6	0.0205219371505604
7	0.0177400415817984
8	0.0163480428063846
9	0.0148581759771298
10	0.0142213735852271
11	0.0131095084023432
12	0.0126616384085652
13	0.0125733489716505
14	0.0123455034964414
15	0.012554308617952
16	0.0127177104900085
17	0.0128464515115206
18	0.01287586587253
19	0.0128635847549597
20	0.0127267300650009
21	0.0128784782380665
22	0.0127909475558509
23	0.0128809954117068
24	0.0126100395871369
25	0.0122005395975772
