pos	5pC>T
1	0.0972293235018362
2	0.0847470068781243
3	0.0737117460827763
4	0.0639059806037827
5	0.0541231751497543
6	0.0460861004839689
7	0.0390411045708486
8	0.0332795230181002
9	0.0291062822548066
10	0.025406402144381
11	0.0227492255937115
12	0.0205736458593909
13	0.0191106739539933
14	0.0178800814097976
15	0.0168119609504684
16	0.0161737872235208
17	0.0153461546300007
18	0.0146259995276494
19	0.0144793787466681
20	0.0142860559484044
21	0.0140235409152546
22	0.0135868748106188
23	0.0135601882954773
24	0.0133078344978318
25	0.0132377834669353
