pos	5pG>A
1	0.108571711086404
2	0.0833151362848343
3	0.0717330848217968
4	0.0628761754332609
5	0.0540187521276998
6	0.0467442781229917
7	0.0403624695836376
8	0.0348389515848774
9	0.0302692981362267
10	0.0274023000098565
11	0.024593556628823
12	0.0226668143256943
13	0.0207035376322017
14	0.0197972655941502
15	0.0184126432789163
16	0.0177428337653587
17	0.0170279706429909
18	0.0163852306150977
19	0.0158098035147085
20	0.0154503683842655
21	0.0150177229220307
22	0.0145359482560443
23	0.0144484518198594
24	0.013960794853586
25	0.0137249525977805
