pos	5pC>T
1	0.0422477066887357
2	0.0347065867792484
3	0.0301108966230242
4	0.025966810839784
5	0.0218575220537487
6	0.0187264189041064
7	0.0169100110742808
8	0.015041996712564
9	0.0134941997118811
10	0.0129739648694452
11	0.0124582471615687
12	0.0118015085291082
13	0.0116270425950034
14	0.0111925794379702
15	0.0111055884887227
16	0.010985713956011
17	0.0108310298092605
18	0.0107557711679579
19	0.0104215602619292
20	0.0101624104093188
21	0.0098278431653756
22	0.00936551267172851
23	0.00925270746289952
24	0.00903606850392936
25	0.00847344296609266
