pos	5pG>A
1	0.0473720628794745
2	0.0312517727791112
3	0.0259777440806204
4	0.0224182935450541
5	0.0194556782161985
6	0.017346496508548
7	0.0163030990130786
8	0.0150368894311493
9	0.0136316877355039
10	0.0127523340298679
11	0.0121937641335939
12	0.0118298505350871
13	0.0116386660651062
14	0.0113894560142282
15	0.0111296325985046
16	0.0109119101435636
17	0.0108195136418699
18	0.0103894015084354
19	0.010255391074819
20	0.0101255748997004
21	0.00992513810326504
22	0.00957724865777079
23	0.00928191827595642
24	0.00919324795823926
25	0.00869903092795463
