pos	5pC>T
1	0.0459508990243829
2	0.0385256626326987
3	0.0336499041808741
4	0.0283645868666943
5	0.0242317684272313
6	0.0210776162064807
7	0.0188984635321456
8	0.0171646872710231
9	0.0161663162828861
10	0.0156602419062484
11	0.0154094880201674
12	0.0154772644088229
13	0.0152035004956137
14	0.0154533730399793
15	0.0154123142189492
16	0.0154221470225173
17	0.0153705264508576
18	0.0155570796503084
19	0.0154837029316509
20	0.0154500376813628
21	0.0155243488025465
22	0.0155354772209069
23	0.0156217046858709
24	0.0156395209777633
25	0.0156254319062057
