pos	5pG>A
1	0.0563221417127648
2	0.0380199808809258
3	0.0310186857986259
4	0.0269483825972443
5	0.0238606602890408
6	0.0218528542089513
7	0.0202315548624886
8	0.0190576812664499
9	0.0181466743283367
10	0.017851690792631
11	0.0172986741261286
12	0.0172443376413241
13	0.0171653995537186
14	0.0171790116801762
15	0.0172541738951666
16	0.0171562337654209
17	0.0171379171188295
18	0.0171757443996693
19	0.0171334688343815
20	0.0172689667981171
21	0.0171668890813165
22	0.0170213271734604
23	0.0168426504509424
24	0.0166379828295112
25	0.0165368676588488
