pos	5pC>T
1	0.0352768157520755
2	0.0291536604040285
3	0.0242040447541982
4	0.020594086785525
5	0.0172308111421372
6	0.0153188551013439
7	0.0132660680652196
8	0.0117680383169388
9	0.0109767483382371
10	0.0105858881967347
11	0.0103557745753797
12	0.00978929946255556
13	0.00971061045541205
14	0.00959246879659133
15	0.010122505967662
16	0.00997796781059786
17	0.0101169551360994
18	0.0100721939752807
19	0.0105711086226204
20	0.0101180249495779
21	0.0105073313117717
22	0.00947311235692243
23	0.00998409745559289
24	0.00957826210019813
25	0.00924095148972138
