pos	5pG>A
1	0.0236990884965963
2	0.0206466930555503
3	0.0185239296259843
4	0.0166750652801319
5	0.0148745769348056
6	0.0137422242451828
7	0.0123812266052404
8	0.0121716800072084
9	0.0108929572768743
10	0.0109075864144131
11	0.0108750613184408
12	0.0106904583613985
13	0.0104834012813046
14	0.0102542344243398
15	0.0106083158920732
16	0.0106570863586276
17	0.0105593942262186
18	0.0103713969375381
19	0.0104885735313544
20	0.00996691480562448
21	0.00996237532793452
22	0.00990954134278831
23	0.00927491498625028
24	0.00942276133794136
25	0.00961534834419099
