pos	5pC>T
1	0.0919252126955016
2	0.0769294666126738
3	0.0659436601939705
4	0.0570756711599748
5	0.0471613430291783
6	0.0394953427628012
7	0.036159864664834
8	0.0323337826755027
9	0.0283265752164035
10	0.0268996491769151
11	0.0262633368507445
12	0.0251013346515077
13	0.0250539784882043
14	0.02480672335455
15	0.023563366082195
16	0.0224368077250781
17	0.0223753976670201
18	0.0217502140390369
19	0.0219371342196039
20	0.0216349658369699
21	0.0214740637288404
22	0.0216301846187568
23	0.0217181951327167
24	0.0215795859106187
25	0.0210350880653242
