pos	5pC>T
1	0.0238794488935288
2	0.0193555507135237
3	0.0162877356870557
4	0.0133119106137936
5	0.0112768891639791
6	0.00979939459237597
7	0.00864398632770775
8	0.00791254665793411
9	0.00744151945070294
10	0.00694464879498573
11	0.00640299092730564
12	0.00648337458301948
13	0.00626079678966512
14	0.00635611364463571
15	0.00643765827820285
16	0.0062594559316503
17	0.00618284991999139
18	0.00608733060873306
19	0.0061157970823671
20	0.00601556111502433
21	0.00603283489012106
22	0.00596159822719473
23	0.00590384475791817
24	0.0058350545485922
25	0.00537519568902817
