pos	5pC>T
1	0.0749368454561052
2	0.064631432396733
3	0.055324157887676
4	0.045580280762309
5	0.0375374801830102
6	0.0312591568718041
7	0.0267866643399206
8	0.0231170332069656
9	0.0204281943774452
10	0.0183196590088322
11	0.0166999674936529
12	0.0154469293665216
13	0.0146676491442713
14	0.0139469329464262
15	0.0131720622293282
16	0.0127696816304782
17	0.0122311857698764
18	0.0119676097830058
19	0.0116238680593217
20	0.0113626283213471
21	0.010996114427915
22	0.0107793877233538
23	0.010565789272039
24	0.010294892091732
25	0.0100502130476803
