pos	5pC>T
1	0.0463953823337992
2	0.0363802246678451
3	0.0295248064122508
4	0.0244870414705079
5	0.0201830281917881
6	0.0169974451342873
7	0.0146700719321219
8	0.0130993377631583
9	0.0117744832216426
10	0.010876037394999
11	0.0102676345472269
12	0.0104030471391899
13	0.0107024559050126
14	0.0114439773635123
15	0.0118290017547718
16	0.01235792881788
17	0.0128461990436149
18	0.0127071557883004
19	0.0124666762411698
20	0.0124547938781216
21	0.0117468125782242
22	0.0113503531776895
23	0.0107835363328943
24	0.0103143328655217
25	0.00976665496071261
