pos	5pG>A
1	0.0575147688873975
2	0.0403057577076516
3	0.0319043876791688
4	0.0263999549504512
5	0.0222500161585328
6	0.0186486350357611
7	0.0160782836598536
8	0.0143220360069761
9	0.0130389304078295
10	0.0120973885486181
11	0.011596709035929
12	0.0115353923750585
13	0.0117550840906975
14	0.0121281662163329
15	0.0126274225847693
16	0.0128848722558893
17	0.0132130192958456
18	0.0131368349864743
19	0.012796277775953
20	0.0125602944045885
21	0.0121913177006054
22	0.0115819862224959
23	0.0112329091662908
24	0.0104989192794585
25	0.0102776712038527
