pos	5pG>A
1	0.0391010377642154
2	0.0190496586153288
3	0.0137329384304103
4	0.0113722585090038
5	0.0105653038168376
6	0.0100263040071636
7	0.00958729122738062
8	0.00924799047122544
9	0.00911710415748079
10	0.0091760288108327
11	0.00955661820721466
12	0.00950709268708336
13	0.00989454905993491
14	0.0105162213572316
15	0.0105858020115495
16	0.0109141166059381
17	0.0115429234338747
18	0.0117509453394742
19	0.0122214008915171
20	0.0126381892046652
21	0.0130075226428261
22	0.0134304984541357
23	0.0138718082524715
24	0.0143459706869099
25	0.0146391910737902
