pos	5pC>T
1	0.0121076455530925
2	0.0133887857942391
3	0.0117584757767981
4	0.00921683300555245
5	0.00990415926043755
6	0.00888012677810059
7	0.00829186799259745
8	0.00805123481190559
9	0.00787617470127017
10	0.00785391747231018
11	0.00836538216305635
12	0.00803707488481328
13	0.00817676575728032
14	0.00925148765276434
15	0.00934578575232235
16	0.00985611665596746
17	0.0105474403896209
18	0.0112519075204933
19	0.011829195168704
20	0.0122402692806455
21	0.0128584310027875
22	0.0132998566978931
23	0.0140544398544283
24	0.0147468886568791
25	0.0156237608057737
