pos	5pC>T
1	0.0939699485962831
2	0.0807930412977039
3	0.0693304686023495
4	0.0577436257036561
5	0.0460809443188589
6	0.0393680345652456
7	0.0331106067866798
8	0.029178664717262
9	0.0262658284527072
10	0.0248234070126125
11	0.0236445092922547
12	0.0223881995726656
13	0.0212769997626394
14	0.0205681165965695
15	0.0198668743278822
16	0.0186864472827632
17	0.0178977813641845
18	0.0176116721561369
19	0.0182141068257365
20	0.0173102040065488
21	0.0183353256214527
22	0.0174871321103339
23	0.0171564188834984
24	0.0170027528266481
25	0.0172387919714875
