pos	5pG>A
1	0.0484528098589178
2	0.0331371414962746
3	0.0261920986877741
4	0.0219473748029587
5	0.0187952291610828
6	0.0155640709667618
7	0.0132514114911989
8	0.0125256776391603
9	0.0111190757997566
10	0.0113752852088225
11	0.00975367006718089
12	0.00989936466764073
13	0.0112426723350549
14	0.0107114388202471
15	0.0112421396760796
16	0.0108398372356747
17	0.0113683374427032
18	0.0103567128980655
19	0.0103419129224191
20	0.00979190138511498
21	0.00946366927675339
22	0.00797413432060711
23	0.00829695053612352
24	0.00719098863522076
25	0.00796819432329061
