pos	5pC>T
1	0.0442919627323133
2	0.0347403685092127
3	0.0291527429685324
4	0.0242579762210247
5	0.0192214315613227
6	0.0174217772215269
7	0.0146412644281217
8	0.0123583084462191
9	0.0117296287801841
10	0.0102506817360449
11	0.010685473973589
12	0.00995243679958301
13	0.0116566526415743
14	0.0115643915161655
15	0.0118653604289402
16	0.0117768628930405
17	0.012301342260067
18	0.0117244041300782
19	0.0109375511674362
20	0.0106998972418405
21	0.0100782389603501
22	0.00943521594684385
23	0.00928265860627983
24	0.00935922719524016
25	0.00797912380187685
