pos	5pG>A
1	0.0775917780233067
2	0.0554207874603471
3	0.0464346349745331
4	0.0393238618687131
5	0.0331873656894944
6	0.030689233278956
7	0.0258594767966323
8	0.0248879333076408
9	0.0235870048954161
10	0.0221349951440596
11	0.0215657552083333
12	0.0200962182571098
13	0.0208384010378659
14	0.019094636773496
15	0.0184374421902941
16	0.0181057080733982
17	0.0181990789367375
18	0.0186252771618625
19	0.0185541281400867
20	0.0184045303459313
21	0.0181792008554918
22	0.0171836826869778
23	0.0166412988330797
24	0.0173754655969874
25	0.0168350168350168
