pos	5pC>T
1	0.231884057971014
2	0.13768115942029
3	0.188976377952756
4	0.0769230769230769
5	0.0819672131147541
6	0.0630630630630631
7	0.0737704918032787
8	0.0437956204379562
9	0.0782608695652174
10	0.0866141732283465
11	0.0655737704918033
12	0.05
13	0.0655737704918033
14	0.062015503875969
15	0.0461538461538462
16	0.0310077519379845
17	0.037593984962406
18	0.008
19	0.0296296296296296
20	0.0252100840336134
21	0.0222222222222222
22	0.0232558139534884
23	0.0150375939849624
24	0.0603448275862069
25	0.00806451612903226
