pos	5pG>A
1	0.0355303306615901
2	0.0251192113299877
3	0.0229677419354839
4	0.020724289149809
5	0.0192458621832325
6	0.0180324548968505
7	0.0163368055555556
8	0.0169570491745635
9	0.0156705411384626
10	0.0155114168980704
11	0.0161405994067909
12	0.0153109124250906
13	0.0147772018907803
14	0.014846216765319
15	0.0145623342175066
16	0.0149849091903913
17	0.0146942714273182
18	0.0145651086679945
19	0.0144680022653263
20	0.014034620505992
21	0.0144949472465833
22	0.0139453392506159
23	0.0141514396941746
24	0.0131163168393737
25	0.0134410717877413
