pos	5pC>T
1	0.0519075668328047
2	0.0433384026913683
3	0.0364235977144537
4	0.0315786608107004
5	0.0281887709517172
6	0.0254703328509407
7	0.0232668812515142
8	0.0206006130825583
9	0.0192445996412758
10	0.0187085775914555
11	0.0177259311806486
12	0.0178765657345356
13	0.0168546223056281
14	0.0173075911410385
15	0.0165308271608216
16	0.0164647678529136
17	0.0161434115302591
18	0.0159282617608318
19	0.0156541381031177
20	0.0163431357076473
21	0.0153141788477315
22	0.0152820030688178
23	0.0145915687262887
24	0.0147108555968887
25	0.015093973009256
