pos	5pC>T
1	0.0659936572493766
2	0.0591246290801187
3	0.0495667942776546
4	0.0424920905329764
5	0.0369091558518871
6	0.0308350372511692
7	0.0271957303631512
8	0.0240174166801769
9	0.0206465259576033
10	0.0204525267635922
11	0.018569139409935
12	0.0172133273597585
13	0.0184470588235294
14	0.0174544258598008
15	0.017076904958191
16	0.0160817685256816
17	0.0146950945360752
18	0.0158153401812126
19	0.0152041295166588
20	0.0154495369827687
21	0.0162753784558527
22	0.0151439625910893
23	0.015743028591599
24	0.0143710031384949
25	0.0148153432736439
