pos	5pG>A
1	0.0662697073429439
2	0.0498665576687264
3	0.0400290416263311
4	0.0348391398566428
5	0.0296719845639795
6	0.0282629705584235
7	0.0244152934036693
8	0.0219754529514904
9	0.0221444405553611
10	0.0197356084755297
11	0.0194158801709161
12	0.0184352203603142
13	0.0187261534140118
14	0.0176616449892393
15	0.017350120747462
16	0.0161657343320375
17	0.0157615334022362
18	0.016013187330743
19	0.0163849400004715
20	0.0151254158899455
21	0.0158410206549835
22	0.0152469340404375
23	0.015205745432428
24	0.0146520146520147
25	0.0153853392302625
