pos	5pC>T
1	0.0658904406012284
2	0.0519243412099209
3	0.040997418997035
4	0.0346669419035209
5	0.0293665735198521
6	0.0242152242127239
7	0.0203727268995526
8	0.017946601505357
9	0.0163943098032195
10	0.0147019905298172
11	0.013894413937065
12	0.0129427117748117
13	0.0125089334598297
14	0.0125045896057946
15	0.0117236572468395
16	0.0112052293807766
17	0.0109569118013539
18	0.0106888167898584
19	0.0103183153169021
20	0.0107250422390362
21	0.010174690457487
22	0.0103629314074616
23	0.00981630787133239
24	0.00950538428610997
25	0.0096047623613375
