pos	5pG>A
1	0.0715356436060466
2	0.0519817683985575
3	0.0432125484817966
4	0.0358494229317226
5	0.0290787994627979
6	0.0245679367181935
7	0.0212175569229001
8	0.0187143319499695
9	0.0161442025415413
10	0.0153328377594615
11	0.0145747092450227
12	0.0134062735753773
13	0.0128748750416528
14	0.0122045509340472
15	0.0114572947823197
16	0.0114431597568534
17	0.010983606557377
18	0.0103175803557194
19	0.0107328086909573
20	0.0101965632137799
21	0.00984459397791293
22	0.0097289206718776
23	0.0096183473097774
24	0.00953627602757255
25	0.00873559190518504
