pos	5pG>A
1	0.0769514320182298
2	0.0499470058293588
3	0.0411681759094014
4	0.0338497214080969
5	0.0287261273977942
6	0.0245059125539965
7	0.0207728254861565
8	0.0186033344454892
9	0.0171899720092491
10	0.0154238758740366
11	0.0157113581320251
12	0.0147124340789705
13	0.015194383317615
14	0.0145548570058282
15	0.0142202890064619
16	0.0137595949697861
17	0.0139392782127172
18	0.013854800092165
19	0.0137676189696293
20	0.0146684133975635
21	0.0150623577414855
22	0.0147414973149416
23	0.0159329932615404
24	0.0163273325130029
25	0.0156348427737905
