pos	5pC>T
1	0.0657774305167988
2	0.0554470097228806
3	0.0474584853332106
4	0.0389458207585757
5	0.0324966576098676
6	0.0248573373121826
7	0.0202758481828249
8	0.0171313534062369
9	0.0154162485488853
10	0.0143042658933575
11	0.0138314103650814
12	0.0136633338123884
13	0.0135871554834998
14	0.0128162997042392
15	0.0124934763390813
16	0.0114943710481674
17	0.0113303984107494
18	0.0118674056912715
19	0.0120529306514088
20	0.0118642545675883
21	0.0125069483046137
22	0.012912661930631
23	0.0141032407896126
24	0.0132533822080495
25	0.0134207077326343
