pos	5pC>T
1	0.063210159457653
2	0.0555256592143242
3	0.0424749332392805
4	0.0362776025236593
5	0.0308443890990948
6	0.0264650283553875
7	0.0226832641770401
8	0.018841848251716
9	0.0200253247666839
10	0.0175955823856989
11	0.0179567724694078
12	0.0171691989275131
13	0.0159345595536432
14	0.014636892475136
15	0.0160977226457081
16	0.0154013837550943
17	0.015177304964539
18	0.0147757993847301
19	0.0141262890238734
20	0.0139830706636113
21	0.0150123129380565
22	0.0146507989189702
23	0.0135463868352015
24	0.0139515019218906
25	0.0147992530345472
