pos	5pC>T
1	0.0338301395788976
2	0.0285094182899708
3	0.022886412554832
4	0.020648504357384
5	0.0184802307476325
6	0.0133380757602703
7	0.0129974811083123
8	0.0119062445512741
9	0.0111301369863014
10	0.0103733917466072
11	0.0100698106574255
12	0.00919248349415947
13	0.00891099106376534
14	0.00957119046416486
15	0.00923734636231773
16	0.00833650069681997
17	0.00830370746571864
18	0.00867924528301887
19	0.0079290690310323
20	0.00824991196740279
21	0.00810003543765504
22	0.00749044585987261
23	0.00871310267743738
24	0.0084140744518103
25	0.0082089552238806
