pos	5pG>A
1	0.0354703508227259
2	0.0207917242792032
3	0.0165152766308836
4	0.0142029715436918
5	0.0125641920526499
6	0.0116229553367902
7	0.010584250635055
8	0.0104664391353811
9	0.0100306145307016
10	0.00902791826825814
11	0.00952308780438517
12	0.0099089180262236
13	0.0089516960446579
14	0.00904851921865154
15	0.00827773039682938
16	0.00907586621872336
17	0.00783211914766653
18	0.00839649279239114
19	0.00805197411327949
20	0.0081636766780891
21	0.00777518040451265
22	0.00805157018159928
23	0.00727190943848864
24	0.00813581521876023
25	0.00788777395037692
