pos	5pG>A
1	0.073713734770795
2	0.0513961605584642
3	0.0409799653502732
4	0.0357620465036021
5	0.0316497316560955
6	0.0278542544953971
7	0.0262188742414731
8	0.0232685694998207
9	0.0230507620607129
10	0.0212621194080626
11	0.0208700078474623
12	0.0196194503171247
13	0.0188675258821044
14	0.0185384599142755
15	0.0181102531563891
16	0.0177135015306661
17	0.017459412671269
18	0.0163647113476076
19	0.0163082665309412
20	0.0171454257459652
21	0.016935691594402
22	0.0153728228931568
23	0.016569675166649
24	0.0153918208332446
25	0.0159947599729547
