pos	5pC>T
1	0.0715609936967
2	0.0568659636183752
3	0.04801731328479
4	0.0416224814422057
5	0.0340889314305604
6	0.0301148979283882
7	0.0269682652506585
8	0.0240393715691842
9	0.0211382458221253
10	0.0212461609659641
11	0.0192689206871808
12	0.0183651804670913
13	0.0164824715254739
14	0.0174741690789613
15	0.0176930344412952
16	0.0160665645216207
17	0.0159647028732202
18	0.0155698436712052
19	0.0151243108510593
20	0.0158044150671582
21	0.0146816831577373
22	0.0152070980676535
23	0.0155135558424517
24	0.0156434411278728
25	0.0151320577030093
