pos	5pC>T
1	0.0478970319313546
2	0.0415102512272596
3	0.031993615786419
4	0.0296085409252669
5	0.0230922268011937
6	0.023025397711415
7	0.017728078549025
8	0.0170331161780673
9	0.0143556946523337
10	0.015509195717815
11	0.0146240988671473
12	0.0158425348055689
13	0.0131825435370846
14	0.0134362295872666
15	0.0132026961295254
16	0.0132673403450883
17	0.012752464327566
18	0.0133233123804318
19	0.0115337086365509
20	0.0137117129408554
21	0.015748031496063
22	0.012684694730973
23	0.0136570561456753
24	0.0116790327012916
25	0.0124679642585025
