pos	5pG>A
1	0.0360704434542754
2	0.0339574286324482
3	0.0298181305512477
4	0.0279286268425136
5	0.0225102794619834
6	0.02038963759514
7	0.0196119340705195
8	0.0183379916831413
9	0.0182499479564222
10	0.0172237728912792
11	0.0140971598369152
12	0.016156637228726
13	0.0157103825136612
14	0.0147735862021576
15	0.0157234882593337
16	0.0151777669970199
17	0.0144808180632764
18	0.0136685211896421
19	0.014194610162518
20	0.0129269288338549
21	0.0154183512643048
22	0.0150524451709576
23	0.0142965674425029
24	0.0136114911080711
25	0.0136976824628156
