pos	5pG>A
1	0.0794520547945206
2	0.0695410292072323
3	0.0515988372093023
4	0.0418736692689851
5	0.0278532608695652
6	0.0377094972067039
7	0.038562091503268
8	0.0249158249158249
9	0.0204498977505112
10	0.017379679144385
11	0.0205382436260623
12	0.0200400801603206
13	0.0186851211072664
14	0.015807560137457
15	0.0239943542695836
16	0.0215128383067314
17	0.0193236714975845
18	0.00932090545938748
19	0.0153640614562458
20	0.020393811533052
21	0.0126315789473684
22	0.0125786163522013
23	0.0190346702923182
24	0.0164609053497942
25	0.0157534246575342
