pos	5pG>A
1	0.0348165075951069
2	0.0210050518479128
3	0.0183170362209062
4	0.01418246283922
5	0.0127034537514887
6	0.0128138752265079
7	0.0134978789047435
8	0.0142782969885774
9	0.0147171743025339
10	0.0146416645260724
11	0.0131528046421663
12	0.0130406714009038
13	0.0121966876364103
14	0.0139731083575007
15	0.0166752180605439
16	0.0141170431211499
17	0.0160194796872998
18	0.0150760189089051
19	0.0132903225806452
20	0.0179879223949634
21	0.0153607848199303
22	0.0141533710756562
23	0.01440329218107
24	0.0180888714117184
25	0.0164977916341907
