pos	5pC>T
1	0.0181818181818182
2	0.0156899557462787
3	0.014954040334751
4	0.0129572141989472
5	0.0134662695843584
6	0.0138327025968942
7	0.0141116100064144
8	0.0120242965166729
9	0.0119077463023314
10	0.0114828991233486
11	0.0134092346616066
12	0.011017904094153
13	0.0117084225103865
14	0.0118090452261307
15	0.0139372822299652
16	0.0111238971998466
17	0.0154406226462465
18	0.0128316930360035
19	0.0147518439804976
20	0.0164862824062421
21	0.0121997233052446
22	0.0162732919254658
23	0.0150347441566646
24	0.0151668351870576
25	0.0203977562468129
