pos	5pC>T
1	0.031010555342088
2	0.0258194619294074
3	0.0219068225112297
4	0.0180572640987732
5	0.0154714520227574
6	0.0138143521371352
7	0.0124940831984853
8	0.0105046614435156
9	0.0100092494714588
10	0.00971916329728367
11	0.00991977630571552
12	0.00871932802751383
13	0.0087028275937947
14	0.00873773505503998
15	0.00838156723063224
16	0.0093128200590623
17	0.00901836829424637
18	0.00921983474711468
19	0.00871721316032334
20	0.00877885074842481
21	0.00870379244631175
22	0.00866032766394357
23	0.00801732274721004
24	0.00862136356022112
25	0.00846611870507631
