pos	5pG>A
1	0.0236579648864785
2	0.02087325485902
3	0.0182564779216052
4	0.0166437866600107
5	0.0139720114801878
6	0.0126767211346115
7	0.0120776451940572
8	0.0110175127466194
9	0.0102828050509674
10	0.00967064237519869
11	0.00943353948193959
12	0.00930883561796005
13	0.00896379027611576
14	0.00956466932781937
15	0.00938306357025569
16	0.00937597434412721
17	0.00941074272477197
18	0.00897448713249586
19	0.00892857142857143
20	0.0092828418230563
21	0.00836890209837091
22	0.00844301801549937
23	0.00845249231591608
24	0.00850683784538097
25	0.00752729062276306
