pos	5pG>A
1	0.076613157306825
2	0.0563588701251828
3	0.046471762583023
4	0.0398947417884498
5	0.0339605273050341
6	0.0297018094416324
7	0.0262594389490481
8	0.0236357799356486
9	0.0218545142185451
10	0.0203941108032533
11	0.0188257823327273
12	0.0175187353651448
13	0.0167968699749517
14	0.0159870768531184
15	0.0154983872236645
16	0.0151720533716581
17	0.0152389316191635
18	0.0146963280776173
19	0.0144899765495971
20	0.014046974132833
21	0.0140831525548485
22	0.014008529334793
23	0.013903688393052
24	0.0134259761213888
25	0.0131646923569474
