pos	5pC>T
1	0.0679631695688658
2	0.0572141987391914
3	0.0493134809169302
4	0.0413396327059361
5	0.0349800958905899
6	0.0292446898864259
7	0.0256175778372649
8	0.0223019980580622
9	0.0198690502094082
10	0.0184474305429453
11	0.0171036316455534
12	0.016357911693637
13	0.0156325431074194
14	0.0147370118742818
15	0.0144914747920401
16	0.0143782406986264
17	0.0136995922718956
18	0.0133456681023234
19	0.0132576961280119
20	0.0130379281877462
21	0.0129340051625158
22	0.0124528378545587
23	0.0129071243420701
24	0.0124600981290456
25	0.0124514755985057
