pos	5pC>T
1	0.061792961034297
2	0.0508278337385666
3	0.0404489623041084
4	0.0359325801074273
5	0.0301588017684742
6	0.0241282619510651
7	0.0229426322712983
8	0.0188887174626964
9	0.01738133050997
10	0.01627627360171
11	0.0153172380063136
12	0.0147921108742004
13	0.0129617627997408
14	0.0125810226863522
15	0.0129642528141641
16	0.0128454303777674
17	0.0114283173247954
18	0.0120042920373765
19	0.0114236087915024
20	0.0124339446689462
21	0.0112425901110632
22	0.0105225208985827
23	0.0105362690801027
24	0.0106608366390191
25	0.0102904339584321
