pos	5pG>A
1	0.0713798435510278
2	0.0573498822830236
3	0.0454043123515719
4	0.0394159567306576
5	0.0324154677907083
6	0.0283282291479013
7	0.0259221447911581
8	0.020525270359744
9	0.0190446663861638
10	0.0179190879162156
11	0.018195197003144
12	0.0151741682101176
13	0.0160532585220315
14	0.0146631498949439
15	0.0135107702717943
16	0.0139944829442239
17	0.0136087484811665
18	0.0123612680268492
19	0.0126074883554282
20	0.012270756918973
21	0.0114303714870733
22	0.0112394981642904
23	0.0117042983026525
24	0.0118707704759549
25	0.0112400045050118
