pos	5pG>A
1	0.0577846606285294
2	0.0425296910680834
3	0.0350815299479214
4	0.0299427646117558
5	0.0261029488891841
6	0.0229707839044773
7	0.0206970979780538
8	0.0187126954830265
9	0.0172819025855251
10	0.0162285712681655
11	0.0155034408433153
12	0.0148355987281177
13	0.0143378964735806
14	0.0142829359532173
15	0.013944983439051
16	0.0139241970661844
17	0.0137912173501775
18	0.0135845949778164
19	0.013477440954131
20	0.0132036634556876
21	0.012904916455272
22	0.0124263721958053
23	0.0122610609623182
24	0.0117969522759658
25	0.0114487654601673
