pos	5pC>T
1	0.07755630680072
2	0.0657571113519979
3	0.0561319213403042
4	0.0480216940268627
5	0.0401238368309029
6	0.0340237042229805
7	0.0308564722959888
8	0.0276250928489432
9	0.0256974861525351
10	0.024048909798677
11	0.0226597059755014
12	0.022291296625222
13	0.0216914888859072
14	0.0205548318884946
15	0.0203882490862699
16	0.0198930261263115
17	0.0193451271028418
18	0.0193886575336896
19	0.0191792369425617
20	0.0194499525821191
21	0.0185471675155139
22	0.0186923343739161
23	0.0188054019507044
24	0.0182500611012185
25	0.0183220592972284
