pos	5pG>A
1	0.045331622129532
2	0.0390933765058807
3	0.0322723253757737
4	0.0252515385366807
5	0.0220184362611644
6	0.0185343193022374
7	0.0158782666225604
8	0.0141233690314736
9	0.0132375721729334
10	0.012841542859821
11	0.012460767320935
12	0.0123885499765368
13	0.012941785495788
14	0.0121640735502122
15	0.0107179631189741
16	0.0125995316159251
17	0.0122395590021489
18	0.0114111293730923
19	0.0110030827602561
20	0.0099849990624414
21	0.0112748116916955
22	0.00997708611800649
23	0.00998098859315589
24	0.0088806572636178
25	0.00849047753072521
