pos	5pC>T
1	0.0415434317695773
2	0.0341905037079842
3	0.0282892451238275
4	0.0243152044462088
5	0.0187707561245608
6	0.016316678735216
7	0.0174511838505801
8	0.0143567608144881
9	0.0124653739612188
10	0.0111412789064694
11	0.0123278076114873
12	0.0102311481621826
13	0.00996615268898082
14	0.00899365710498911
15	0.0102907004315455
16	0.0109021661509164
17	0.0115956997324069
18	0.0116514929949526
19	0.0102965010963867
20	0.00973213020267397
21	0.0111986926848025
22	0.0097565641589746
23	0.0093632064204844
24	0.00875398449022313
25	0.00922518044070551
