pos	5pC>T
1	0.0591643019120435
2	0.0466670066812873
3	0.0395560870851176
4	0.0329035126722988
5	0.0278510664529651
6	0.0236537616560074
7	0.0211152111521115
8	0.0191584461773223
9	0.0172008863075149
10	0.0155587072633453
11	0.015450173494856
12	0.0144681161092121
13	0.0147274152292653
14	0.0139649991161393
15	0.0140647490790212
16	0.0138697439525721
17	0.0136517119101504
18	0.0137080814132941
19	0.0135564934515244
20	0.013854614465794
21	0.013242755181013
22	0.0138391602409786
23	0.0130998235857868
24	0.0128590483566603
25	0.0133140998097109
