pos	5pG>A
1	0.0551241753736443
2	0.0384644041277055
3	0.032708501089243
4	0.0291259752137644
5	0.0247287714406934
6	0.0215698460863525
7	0.0202857625564164
8	0.0189087505394251
9	0.0181496371897257
10	0.0165435817704791
11	0.0165870132403502
12	0.0159240108867619
13	0.0154984170548794
14	0.0151582242009936
15	0.0145189788582221
16	0.0143834159092982
17	0.0145355879645332
18	0.0139812180023222
19	0.0139091391584971
20	0.013989804556888
21	0.0139895293093513
22	0.0139155557993673
23	0.0139734341213454
24	0.0134997143239202
25	0.0132190349256354
