pos	5pG>A
1	0.0879138202837625
2	0.0656224062726261
3	0.0542216597360333
4	0.0450053514092044
5	0.037214655668521
6	0.0327476596339248
7	0.0272385456896405
8	0.0245326705029112
9	0.023592383614885
10	0.0214764185515349
11	0.0189481957353745
12	0.0175489609167878
13	0.0169015540470694
14	0.0162272501157864
15	0.0148040286373013
16	0.0149096619441233
17	0.0145143346170304
18	0.014902521179953
19	0.0142695045215418
20	0.0146640627676705
21	0.0130578598271652
22	0.0140585428044725
23	0.013281882547503
24	0.0126710854781785
25	0.0128156082631982
