pos	5pC>T
1	0.0715051903114187
2	0.0584701571418505
3	0.0467825612087012
4	0.0382002033064042
5	0.0327339066979411
6	0.0278018962942382
7	0.0229675971575261
8	0.0217929164548382
9	0.0186843994666484
10	0.017494633288822
11	0.0159380150544577
12	0.0158026201763776
13	0.0147457220259936
14	0.0142918491797647
15	0.013154492009034
16	0.0141393021183245
17	0.0138782460621541
18	0.0137784933480214
19	0.0137674227931129
20	0.0136427040451808
21	0.0124870107377901
22	0.0128722910615773
23	0.0124275916599343
24	0.013304572907679
25	0.0135340685173022
