pos	5pC>T
1	0.066169196032884
2	0.0511053808374859
3	0.0414176196346838
4	0.0339064515857021
5	0.0277965896389774
6	0.0224760921538796
7	0.018551868428719
8	0.0168201990584288
9	0.0146095970485236
10	0.0135260530075763
11	0.0122043937936936
12	0.0116163380927867
13	0.0110325120718456
14	0.010674642810029
15	0.0105604563885773
16	0.0100946759456921
17	0.00980887641133247
18	0.00957894265539774
19	0.00936643658119749
20	0.00961095104704995
21	0.0094688265159395
22	0.00921272806873823
23	0.00905465041900267
24	0.0092389792561825
25	0.0089936906300179
